Tweet,Sentiment
Koster Ingin Kembalikan Kejayaan Klungkung sebagai Pusat Seni Budaya Bali,Positive
"USER Reflek, Sarah mencubit pinggang sang adam ketika motor dilajukan dengan begitu cepatnya. Kedua alisnya tertaut kesal lantas meluncurkan protes.\n\n""Kau ini sedang membawa gadis, bukan preman pasar. Idiot.""'",Negative
"USER Hobby ngebodohin org\nmencerca..... ngedunguin org,dan nyebut org seenak jidat sndri (kacung, cebong), ttp sok care dgn hak asasi manusia, itu ibaratnya jijik liat org lain panuan, smntra dirinya penuh dgn panu.......'",Negative
RT USER USER September perang PKI Desember perang topi santa gitu aja terus sampai prabowo jd mentri peranan wanita.,Positive
Haruskah aku buat thread jadi TKI dimalaysia dengan jam kerja 16jam? Sebenernya ini kilang memang jahanam betol',Negative
"USER Esdegan negaranya ada kedubes israel dan menjalin hub diplomatik, jokowi gak menjalin hub diplomat..\nEsdegan antek yahudi?'",Positive
"USER ketawa smbil buang smpah sarap,\nlu mmg anjing kurap'",Negative
USER USER Nanti orang Hindu marah',Positive
USER Horeeee... Salah satu Cebong ada di paman sam... Apa kabar om',Negative
USER USER USER Kabur karna tdk sependapat dgn Presiden Sukarno karna di Kabinet Presiden Sukarno banyak PKI',Positive
USER Jalan ampera raya ada tulisan prabowo presiden. Sekarang presidennya siapa??? Tolong liput...,Positive
jokowi Pamer dungu di ranah publik itu kuar biasa. URL,Negative
"RT USER: USER Tadi ada di IG. Yaudah lah ya jd aku narik tmn2 aja terus bahas Bakso disana, abs itu kan aku perhatian aku blg mas\xe2\x80\xa6'",Positive
USER Dia Kristen ibu',Positive
USER Ayoh bangsa indonesia bersihkan etnis cina ahok,Positive
Golkar: Partai Koalisi Punya Hak Ajukan Cawapres Jokowi,Positive
"USER USER ya iyalah.. Minions kan gak main di MD1,, jadi Duo Daddies Naik dari MD2 ke MD1, Fajar/Ardianto Naik dari MD3 ke MD2.'",Positive
"(Bimbingan Ulama Kibar Ahlussunnah); ; KOKOH DAN BERSABAR DI ATAS AL-HAQ; ; Asy-Syaikh Shalih al-Fauzan hafizhahullah berkata,; ; â??Maka orang yang bersabar di atas jalan Allah, di atas agama yang haq, dan di atas sunnah...",Positive
#JakartaBanjir Pemimpinnya gak punya akhlak yg baik... PENISTA AGAMA. https:\/\/t.co\/PNEGDJMPCH,Negative
sekarang ni dah tak mampu tersenyum . rasa terduduk . babi babi babi',Negative
WADUH AKSI DUKUNG/PILIH PRESIDEN KOK SUARANYA SENADA *PRIBUMI/RAKYAT INDONESIA PERLU DIBERI TAHU: ITU SEMUA KARENA ADA BUZZER'2 BAYARAN CINA,Positive
USER USER jgn bacot mulu masalh tki n tka urusin aj dl loe anggotany Tata kota aja gk ngerti lht tuh DKI SmburDul tats kotany',Negative
"USER 2019 ini saat terbaik utk merebut kembali kedaulatan dari asing aseng proxy, smg para tokoh &amp; pendukungnya tdk skdr pentingkan egonya.\nArah pecah belah suara menuju poros ke 3 , saling klaim kelayakan diri sungguh hal yg menguntungkan inc",Positive
USER Ngomong gak diatur. Bodo apa pikun? Kurang literasi nih pak jenderal. Lha wong bibib kena kasus menghina pancasila kok katanya paham sekali.\nMabuk kecubung nih orang',Negative
"Dulu pas baru jadian. \n\xf0\x9f\x91\xa6 eh tau gak, gue gak pernah dapetin cwek senyaman loe. Gue janji bakal gak ninggalin loe. \n\xf0\x9f\x91\xa7 MASA??? (BODO)""terus dalam hati gue ngomong, gak pernah senyaman gue loe pernah pcran brtahun*,dan loe ninggalin doi. \nZzzeeezzzzsssttt\n\xf0\x9f\x92\xa9'",Positive
"USER Saya mau tanya, kitab suci yg anda gunakan sesuai dgn agama yg anda anut apa, apakah isi dari kitab suci anda itu sdh tergenapi atau blm dlm kehidupan anda skng ini",Positive
"Biaya Pilkada Langsung Mahal, Zulkifli: Melalui DPRD Oke",Positive
USER USER positif kok.\nse-positif respon masyarakat terhadap\n- CANGKUL impor\n- GARAM impor\n- BERAS impor\n- JAGUNG impor\n- TENAGA KERJA impor\n- ESEMKA impor\n\nURL,Positive
RT USER USER Kartu kredit gak punya tpi Utangan Negara Banyak,Positive
USER Gubernur Indonesia sangat membanggakan. Sangat wibawa sebagai pemimpin.,Positive
"__-__; Pada Sabtu (21/4/2018) pagi, Masyarakat Adat Baduy akan kembali melanjutkan perjalanan menuju Kantor Gubernur Banten di Kawasan Pusat Pemerintahan Provinsi Banten (KP3B) di Curug, Kota Serang. #SebaBaduy2018",Positive
"cina emang udah terkenal dengan trik tipu dayanya, mending di usir suruh balik kehabitat aslinya",Positive
Ustadz USER memang penggemar &amp; penggerak olah raga bersepeda di Bekasi. MantaPKS! #20TahunPKS #Asyik,Positive
USER Otw maho kamu mah.',Negative
USER Mau nanya bang itu lambang telor cebong bukan? \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad',Positive
Saatnya usir penjajah Cina dr Bumi Indonesia!! USER USER USER USER USER USER USER USER,Positive
"""Dit, mau abang kasih rahasia ga ?""\n""bang bim main sama kak chaca aja sana! Adit mau sendirian""\n""Eh dit serius, ntar kalau lo dengerin kata abang, gue ijinin maincraft deh""\n""TANTE JANI BANG BIMA BERISIK BANGET ! ""\n\ndasar bocah kampret URL",Negative
"USER Hehehe itulah dungunya kamu, otak km terbalik, susah untuk dijelaskan, km itu anak ingusan baru tumbuh..., belum pantas mengerti, sana nete dulu sama ibumu... Dasar kadal kebon..'",Negative
"Bukan caci maki lagi, 7 juta bahkan 10 juta siap lengserkan jokowi, coba pasti salah jokowi lagi..",Positive
USER USER USER USER USER USER USER USER Yang teriak susah pasti gak dapet jawabannya..dan lo gak bisa jawab kan?\nSimpel kok..\nDungu sok pinter mah kebaca bong!\xf0\x9f\x98\x82\xf0\x9f\x98\x82\nK,Negative
"Kementerian Keuangan melalui Direktorat Jenderal Pajak (DJP) menargetkan penerimaan pajak 2018 sebesar Rp 1.454,5 triliun.",Positive
USER USER Cebong mana punya otak yg ada hina ulama kami hanya di Indonesia non muslim pd kurang ajar.',Negative
"USER paham komunis dimata liberal adalah radikal, begitupun sebaliknya, trus knp masjid yg disasar??'",Positive
"Sahabat2 warga Jateng..., mari terus tolak ujaran kebencian, ikuti semangat kebersamaan Mas USER &amp; USER dg Mas USER &amp; Mbak USER; ; Kekompakan Dua Paslon Gubernur Jateng saat Rayakan Ultah Sudirman Said",Positive
"Ributkan ekonomi salah, Ributkan hukum salah, Ributkan otoriter salah, Ributkan patung salah. Trus kami bolehnya apa pak USER",Positive
"BULGARIA\nKAMIS, 29/03/18\nA.I : 9*1*7\nKPL : 2*5*6*1\nEKR : 7*4*0*3\n2D : \n21*79*85*46*30*19*\n36*78*25*94*10*58*\nMACAU : 69*13\nCB : 6*5\nSHIO : MONYET URL",Positive
USER Gatau kak aku noob :(',Positive
"USER Biaya ambil alih mayoritas saham (51%) PT FI ~US$5 miliar minimum, dr utang kpd perbankan asing. Itu blm lagi sbgi pemegang saham mayoritas hrs taro duit utk bangun smelter pemurnian + pembangkit listrik, blm lg biaya \xe2\x80\x9cDeep Cave Mini",Positive
USER iya bener sih tdk sama \ndulu Jokowi ninggalin solo ke kafir ...Solonya keren bersih \n\nketika Jokowi ninggalin JKT ke kafir ...Jakarta keren sungai bersih \n\nnah yg skrng kerja nda becus keduanya tanah Abang ruwet parah kali\xc2\xb2 jadi,Positive
Sdh gak punya alasan Fitnah n serang Presiden isu luar negeri dikaitkan KE BODOHAN FASIK TERSTRUKTUR GOBLOKNYA URL,Negative
Asuog wasite picek jingan',Negative
"USER USER 'Wkwkwkwk tai ociy'\n'ociy kangen sama junev?'\n'jangan jahat sama ka jendeuk'\n\n/ngesend meme/\n\n'ciy, jangan nyebut dia mulu'\n'dasar jomblo'\n'ociy udah move on?'\n\ndah ya hehehe""",Negative
USER Ternyate nyang Nulis Twit ne.. Cebong kelas kakap folower 35ribu tapi sayang bloon dongo sialan haram jadah!! men fitneh dasar bangsat!! \xf0\x9f\x91\x8e',Negative
Hang buat event majlis berbuka puasa. Tapi hang tak puasa. Bangkai.',Negative
"USER USER USER Ketua karang Taruna saya namanya Andin ,Wakilnya namanya Sudin .. Jadi kalau saya panggil ktua dan wakilnya..\n\nSaya singkat saja ASU.....'",Negative
USER USER USER USER USER Kerja nyari utangan ke cina',Positive
Cie..ada mau yang narik-narik Gatot Nurmantyo bersaing dgn Jokowi nih...gak pas lah TNI aktif loh..Kalau buat 2019 Prabowo mau ditinggalin?,Positive
"USER Krn cebong tdk akn mengakui pria lajang yg hanya lulusan SI Sastra sbg profesor, krn utk disebut profesor, ank SMP pun tau hrs melalui strata pnddikan lg stlh SI,itu jwb an knp cebong lbh cerdas dari bani kamfret'",Negative
"Sebagai contoh sederhana, ada Huria Kristen Batak Protestan (HKBP) yg menambahkan kata ""Batak."" Saya percaya umat Kristiani melihat saudara2 mereka seiman tsb tetap 100% Kristen Protestan, meski HKBP mengakomodir bahasa &amp;budaya Batak. Demikian juga d",Positive
"Silahkan duduk ""Ko"", kata si mba nya. Tidak hanya di #Samarinda dan di #Yogyakarta, di #Palembang pun saya dipanggil ""Koko"". Saya yakin alasan utamanya karena mata saya memang agak sipit. Tapi tak apa, saya cukup menikmatinya. #Bugis #Banjar #Tionghoa'",Positive
"Semakin byk kpk menangkap ""OTT"" menjukkan KPK gagal. BUBARKAN dan serahkan kepolisian dan kejaksaan USER",Positive
Download Aplikasi,Positive
Bambang Soesatyo meminta seluruh kekuatan politik yang ada mempelajari sistem pelaksanaan pilkada langsung. Ia menuturkan sistem tersebut akan dilanjutkan jika memang memberikan manfaat bagi masyarakat,Positive
USER USER USER LEBIH KESEL GUE SAMA KOMANDAN CAI DAN ANTEK - ANTEKNYA SOK BANGET Luh pada',Negative
"Mengapa mereka gigih memperjuangkan 2 periode? Teringat cerita relawan ya, karena setiap proyek yg masuk mereka merasakan nama ya fee. Jd tdk dipungkiri lagi andai rezim ini runtuh maka penjilat2 itu akan miskin mungkin juha di bui. #2019GantiPresiden'",Positive
Sangsinya Pecat aza terus jeblosin ke penjara biar tau rasa tuh si setya novanto,Positive
"Pegimana ini? ð?¤­ RT USER: Menarik!; ; Meskipun kaosnya bertuliskan â??2018 Ganti Gubernur Jatengâ??, namun semangat dan antusiasme untuk mengajak foto bersama pak USER tetap ada.; ; #KamiGanjarYasin",Positive
Babak baru penguasaan dan pengusahaan Pertambangan Freeport di Indonesia.\n\nSemoga tidak jauh dari seperti apa yang saya gambarkan dalam tabel: Rezim Kontrak dan Kepemilikan Saham PT Freeport Indonesia.\n\n#Indonesia #NawaCita #SinergiBUMN #Inalum #FCX,Positive
USER ya trs knp ? kok jdi lo ngatur2 instastory rangorang? bawel amat jadi CEBONG \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',Negative
"Aceh usir gub kalimantan, manado usir anggota dewan, jakarta yg satu mengusir ke arab, yg satu lg mengusir ke cina. Asik nih, lg tren usir-usiran",Positive
selama ini sahamnya dikuasai oleh asing membuat pembangunan Papua tertinggal jauh. Padahal Freeport sudah banyak meraup keuntungan dari hasil mengeksplorasi kekayaan alam Papua. #Freeport51',Positive
USER Ga bnyk bacot pdhl',Negative
"USER Eeh sorry hehee, aku baca lagi ternyata disebut nama bukunya : Yahudilik ve Masonluk ' atau 'Yahudi dan Freemasonry' thn 1986. Link artikelnya ada di reply tweet ini juga\n\nWallahu'alam yak...""",Positive
USER USER USER USER Riya banget lu... Singapore kan kapir Jul... lah lu ngapain 100x ke Singapore? Nyari minyak babi Jul? \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',Negative
"Rizal Ramli: Pasca Gubernur Baru, DKI Jakarta Lebih Sejuk dan Tenang",Positive
RT USER: TAI DAH ADE ADE AJE YUTUBER PLOKIS NGERJAIN BOCAH2 AU AMAT',Negative
"USER hahaha.... bikin yg nonton pada ikutan sarap, kyak dadan klo udah main2 gitar...'",Negative
USER USER Gak sambil nyabu kan itu ya?,Positive
"USER USER USER USER Gw sih gak puasa, pengen tambahin nanti kena pidana UU MD3. Yg cepat banget bahasnya, ngalahin RUU Terorisme'",Positive
KPK: 10 Anggota DPRD Sumut Kembalikan Uang - Warta Ekonomi,Positive
"Bung Karno anti asing dan beliau dari Jawa, coba deh adain konsensus lebih banyak mana Jawa yang anti asing atau pro asing karena kebo*ohannya. \n\nKalau kami keliru kami tutup akun'",Positive
USER pura2 buta\xf0\x9f\x98\x82',Positive
"USER USER USER Najib tokoh islam?? Islam pa munafik, korup dan zalim tu?? \nIslam palsu umno ada lh.'",Negative
USER Kan emang gw dongo',Negative
USER Gak aneh. Katakita adminnya si Ade Armando. Jadi gak heran bikin meme tolol macam ini.',Negative
MataNajwaDebatJakarta kalau untuk urusan bacot memang anis nya juaranya..memang kita bakal makan bacot di jakarta..haha..paslon yg aneh gede bacot doang.,Negative
Penciuman Pak Jokowi memang tajam kalau soal pencarian uang.. upss salah penghutangan uang... Salut dengan... URL,Positive
Sudah lupa cara menikmati makan enak yang penting kenyang sajahhhhh skrg .... Gembel \xf0\x9f\x98\xac',Negative
USER USER USER Masih ada j nih cebong bangsad. Cepet modar luh bong cuma jadi hama j luh bangsad',Negative
"Rtn,; Warga Baduy setelah selesai memperingati tradisi Seba di Pendopo Pemkab Lebak akan dilanjutkan kembali bertemu dengan Gubernur Banten Wahidin Halim hari ini, Sabtu (21/4) #SebaBaduy2018",Positive
RT USER Bukti apa?dengan masuknya investor cina dan buruh cina ke indonesia apa itu kurg bukti?,Positive
kenapaa oh kenapaa diriku brengsek',Negative
Chirpified: Presiden Ingin Perubahan Perizinan Terintegrasi dari Pusat ke Daerah,Positive
"Belajarlah dari BABI NGEPET, kalau malam\ncuma pakai lilin =&gt; Hemat listrik.'",Positive
USER Burung onta tinggal di mars? :o\n\nItu makan telur burung unta shshhs',Positive
"""tanda org munafik ada 3 : kl bicara ia dusta,kl berjanji ia mengingkari,kl di beri amanat ia berkhianat"" - HR.Bukhari'",Positive
"jungyeon nangis diacara gr2 peliharaannya mati smpe acaranya diberhentiin dibilang kg profesional, lah kucing gue mencret aja gue ngerasa kek bencana besar []'",Positive
Sayah mah orang bodo soal agama gak kaya kleaan yg pinter2 ..makanya sayah belajar..; Biar gak jadi orang yg merugi,Positive
Wkwkwjjwjw.. Asu URL,Negative
USER Bang Mardani lagi2 ngeles....sangking tdk mau mengakui hasil kerja nyata JOKOWI.....knp itu diambil alih Jokowi karena proyeknya MANGKRAK ditangan gubernur AHER....Alhamdulillah ditangan pak Jokowi hanya butuh kurang lebih 2thn...# lanjut p,Positive
USER USER Kalo Jokowi - Tommy jadi RI1 &amp; RI2 .dipastikan Cebong banyak yg bunuh diri . \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',Negative
USER Yang saya ketahui bahwa diketapang banyak tka asing yg berkerja di berbagai perusahaan. Termasuk pt who tambang bouksid yg viral saat pilpres dulu. \nDan bisa jadi ini karena kerja sama tsb terjadi di era gubernur cornelis dan wakilnya ora,Positive
"USER Akun Siti Fatimah &amp; yg komen di lamannya, diringkes semua aja...parah &amp; bejat. Memalukan...!!! Bp USER ...semoga sehat selalu, tetap sabar , &amp; semangat terus suarakan kebenaran....'",Negative
USER Babi betul lah dia ni haihhh',Negative
"USER USER USER Statistik lu gembel. PKS itu partai gurem, kursinya cuma secuil di pemerintahan, pantes sedikit koruptornya.\n\nTapi kalo di persentasikan, ya jumlahnya sama aja.'",Negative
"RT USER: Gaya beruk preman kampung, begini klo mantan supir tembak metromini masuk dpr. Kampungan berdebat malah ngajak berantam d\xe2\x80\xa6'",Negative
"RT USER: USER USER Kalo mau menistakan agama lain jangan pake ""assalamualaikum"" kasihan umat muslim yang lain yang hat\xe2\x80\xa6'",Positive
Jika mgkn dpt kami menyampaikan kpd bpk USER bhw kekalahan kmrn krn adanya upaya penghalalan segala cara yg di lakukan oknum pendukung,Positive
Sebagian katak ge er bahwa isu ini memang untuk menjatuhkan rezim. Namun isu ini adl kerja intelejen mengcounter pergerakan komunis.,Positive
Doa Murah Rezeki yg ulamaâ?? anjurkan baca 3 kali setiap lepas solat. Al-Maidah:114. Selamat Beramal !,Positive
USER Waduuuh \nPusing Baca nya ..\xf0\x9f\x98\xb4\nTolol nya kelewatan...\xf0\x9f\xa4\xa3\xf0\x9f\x98\x82\xf0\x9f\x98\x83',Negative
"apapun masalah nya , muara nya tanggung jawab Presiden.. solusi dari solusi terbaik.. Turunkan jokowi...!!",Positive
USER Konspirasi yahudi berjalan dengan baik karena efek kebodohan segelintir oknum yang mau memakan uang haram demi menggadaikan masadepaan anak bangsa',Positive
"apa ce berkacamata itu identik dengan kata ""culun""?'",Positive
"USER USER Parah itu adlh kamu ga akan menemukan saksi bukti pernyataan ilahmu bhw dia adlh ilah yg wajib disembah, yg ada hanya narasi oleh orang yg sumbernya berasal dari riwayat spiritual Yahudi, alias copy paste ilah'",Positive
USER emang yg namanya bangkai disembunyikan pasti akan kecium juga!!',Positive
"Kalau ikan ngga bisa hidup tanpa air, tapi kalau aku ngga bisa hidup tanpa kamu.'",Positive
"selamat kepada Jokowi yg telah berhasil dlam menambah hutang, karena bukan dia yg bayar tetapi rakyat... Good Luck",Positive
Aku tak faham la apa motif setengah setengah individu yg ada kuasa autoriti yg rakyat bagi ni cuba ketengahkan. Terutama sekali penggunaan bahasa cina utk statement statement tertentu. Kenapa eh nak kena guna bahasa cina ?',Positive
Dibilang komunis sekaligus dibilang antek Amerika. Penganut bumi datar kayak ga pernah nonton TV (apalagi baca) bahwa korut musuhan sama US,Positive
"Karena mereka SADAR REZIM ini kesempatan buat Neo KOMUNIS bangkit kembali,kapan lagi atau tidak sama sekali.",Positive
USER Dasar antek asing',Positive
"Gubernur DKI Jakarta Anies Baswedan bertemu dengan Presiden Turki Recep Tayyib Erdogan saat menunaikan salat Jumat di Mesjid Sultan Ayyub, Istanbul, Turki, Jumat waktu setempat.",Positive
USER Mana suaranya cebong.... ??????? \nKeluar kolam dunk...dunk...dunk \xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81',Negative
ini emot apaan kunyuk URL,Negative
USER budek kamu ya',Negative
RT USER: Pegawai Bank Danamon lagi asyik ngemut kontol pacarnya..\nVideo Lengkapnya &gt;&gt; URL #bokepterb\xe2\x80\xa6',Negative
USER USER USER USER USER USER Lu yg ngebuang anak ayam jablay gua mey balikin lu udah 3 bulan dia ga pulang',Negative
#CakIminTheNextWaprescak imin adalah representasi dari kaum muda santri n islam moderatUSER,Positive
Brengsek. 2 jam setengah yang memuaskan. Taik lah keren bet ni film :)) URL,Negative
RT USER: Boleh minta maaf tapi proses hukum tetap harus jalan. Kunyuk satu ini harus dikasih pelajaran supaya kedepannya dia bi\xe2\x80\xa6',Negative
"USER USER Lagian gimana sih, aksi simpatik pake Poster bom, harusnya pakai bunga.'",Positive
"Setelah terjadi peristiwa pemberontakan G 30 September 1965 oleh PKI, menjadi tanda akhir dari pemerintahan Orde Lama.'",Positive
Budha membunuh di Myanmar,Positive
USER USER di situlah tidak adilnya kelen.. negra republik cebong dimana yang hoax maaih di kejar',Negative
RT USER: USER USER USER USER Dia mah bukan Ustadz tapi Bajingan',Negative
Kini telah berpindah ke tangan Medco milik Arifin Panigoro yang mengambil alih saham tersebut dengan menggunakan dana pinjaman dari China.',Positive
USER peluklah aku yang membawa bom takjil \xf0\x9f\x98\x8a',Positive
Dubes Kwang Il: Kekuatan Budaya Bangun Hubungan Baik Indonesia-Korea,Positive
"USER Lu punya gue, punya dower, punya rapper, punya onta, lu milik semua tapi cukup gue yang punya hati elu'",Positive
